	genes	uniprot	hgnc.symbol	drugcentral	drug_name	target_class	action_type
832	ABCC10	Q5T3U5	ABCC10	2825	vincristine	Transporter
833	DHFR	P00374	DHFR	21	aminopterin	Enzyme	INHIBITOR
834	DHFR	P00374	DHFR	754	cycloguanil	Enzyme
835	DHFR	P00374	DHFR	880	diflunisal	Enzyme	INHIBITOR
836	DHFR	P00374	DHFR	986	edatrexate	Enzyme	INHIBITOR
837	DHFR	P00374	DHFR	1232	leucovorin	Enzyme
838	DHFR	P00374	DHFR	1751	methotrexate	Enzyme	INHIBITOR
839	DHFR	P00374	DHFR	2073	pemetrexed	Enzyme	INHIBITOR
840	DHFR	P00374	DHFR	2332	pyrimethamine	Enzyme
841	DHFR	P00374	DHFR	2353	raltitrexed	Enzyme
842	DHFR	P00374	DHFR	2497	sulfacetamide	Enzyme
843	DHFR	P00374	DHFR	2755	trimethoprim	Enzyme
844	DHFR	P00374	DHFR	2757	trimetrexate	Enzyme
845	DHFR	P00374	DHFR	4117	pralatrexate	Enzyme	INHIBITOR
846	DHFR	P00374	DHFR	4265	gentamicin	Enzyme
847	DHFR	P00374	DHFR	4573	iclaprim	Enzyme
848	DHFR	P00374	DHFR	4634	teriflunomide	Enzyme
849	SLC25A4	P12235	SLC25A4	690	clodronic acid	Transporter
850	IARS1	P41252	IARS	1857	mupirocin	Enzyme
851	PIK3C3	Q8NEB9	PIK3C3	4878	idelalisib	Kinase
852	PLCG1	P19174	PLCG1	537	cefixime	Enzyme
853	ABCB1	P08183	ABCB1	82	acrivastine	Transporter
854	ABCB1	P08183	ABCB1	114	alfentanil	Transporter
855	ABCB1	P08183	ABCB1	119	aliskiren	Transporter
856	ABCB1	P08183	ABCB1	176	amiodarone	Transporter
857	ABCB1	P08183	ABCB1	191	amoxapine	Transporter
858	ABCB1	P08183	ABCB1	219	anhydrovinblastine	Transporter
859	ABCB1	P08183	ABCB1	242	aripiprazole	Transporter
860	ABCB1	P08183	ABCB1	249	astemizole	Transporter
861	ABCB1	P08183	ABCB1	254	atazanavir	Transporter
862	ABCB1	P08183	ABCB1	271	azelastine	Transporter
863	ABCB1	P08183	ABCB1	276	azithromycin	Transporter
864	ABCB1	P08183	ABCB1	419	budesonide	Transporter
865	ABCB1	P08183	ABCB1	424	bufuralol	Transporter
866	ABCB1	P08183	ABCB1	621	chlorpromazine	Transporter
867	ABCB1	P08183	ABCB1	719	clotrimazole	Transporter
868	ABCB1	P08183	ABCB1	726	colchicine	Transporter
869	ABCB1	P08183	ABCB1	751	cyclobenzaprine	Transporter
870	ABCB1	P08183	ABCB1	760	ciclosporin	Transporter
871	ABCB1	P08183	ABCB1	765	cyproheptadine	Transporter
872	ABCB1	P08183	ABCB1	786	daunorubicin	Transporter
873	ABCB1	P08183	ABCB1	814	desloratadine	Transporter
874	ABCB1	P08183	ABCB1	837	dexniguldipine	Transporter
875	ABCB1	P08183	ABCB1	897	diltiazem	Transporter
876	ABCB1	P08183	ABCB1	939	docetaxel	Transporter
877	ABCB1	P08183	ABCB1	945	domperidone	Transporter
878	ABCB1	P08183	ABCB1	946	donepezil	Transporter
879	ABCB1	P08183	ABCB1	954	doxazosin	Transporter
880	ABCB1	P08183	ABCB1	960	doxorubicin	Transporter
881	ABCB1	P08183	ABCB1	977	ebastine	Transporter
882	ABCB1	P08183	ABCB1	1027	epinastine	Transporter
883	ABCB1	P08183	ABCB1	1112	etoposide	Transporter
884	ABCB1	P08183	ABCB1	1115	etravirine	Transporter
885	ABCB1	P08183	ABCB1	1118	everolimus	Transporter
886	ABCB1	P08183	ABCB1	1170	fexofenadine	Transporter
887	ABCB1	P08183	ABCB1	1353	haloperidol	Transporter
888	ABCB1	P08183	ABCB1	1414	idarubicin	Transporter
889	ABCB1	P08183	ABCB1	1423	imatinib	Transporter
890	ABCB1	P08183	ABCB1	1440	indomethacin	Transporter
891	ABCB1	P08183	ABCB1	1482	irinotecan	Transporter
892	ABCB1	P08183	ABCB1	1527	ketoconazole	Transporter
893	ABCB1	P08183	ABCB1	1530	ketotifen	Transporter
894	ABCB1	P08183	ABCB1	1548	lapatinib	Transporter
895	ABCB1	P08183	ABCB1	1564	levocabastine	Transporter
896	ABCB1	P08183	ABCB1	1601	lopinavir	Transporter
897	ABCB1	P08183	ABCB1	1605	loratadine	Transporter
898	ABCB1	P08183	ABCB1	1610	losartan	Transporter
899	ABCB1	P08183	ABCB1	1665	mefloquine	Transporter
900	ABCB1	P08183	ABCB1	1667	megestrol acetate	Transporter
901	ABCB1	P08183	ABCB1	1704	meprobamate	Transporter
902	ABCB1	P08183	ABCB1	1751	methotrexate	Transporter
903	ABCB1	P08183	ABCB1	1797	mibefradil	Transporter
904	ABCB1	P08183	ABCB1	1802	midazolam	Transporter
905	ABCB1	P08183	ABCB1	1821	mitoxantrone	Transporter
906	ABCB1	P08183	ABCB1	1832	mometasone furoate	Transporter
907	ABCB1	P08183	ABCB1	1893	nelfinavir	Transporter
908	ABCB1	P08183	ABCB1	1909	nicardipine	Transporter
909	ABCB1	P08183	ABCB1	1990	omeprazole	Transporter
910	ABCB1	P08183	ABCB1	2044	paclitaxel	Transporter
911	ABCB1	P08183	ABCB1	2172	pimozide	Transporter
912	ABCB1	P08183	ABCB1	2279	progesterone	Transporter
913	ABCB1	P08183	ABCB1	2291	propafenone	Transporter
914	ABCB1	P08183	ABCB1	2303	propranolol	Transporter
915	ABCB1	P08183	ABCB1	2346	quinidine	Transporter
916	ABCB1	P08183	ABCB1	2359	ranolazine	Transporter
917	ABCB1	P08183	ABCB1	2370	reserpine	Transporter
918	ABCB1	P08183	ABCB1	2391	ritonavir	Transporter
919	ABCB1	P08183	ABCB1	2422	saquinavir	Transporter
920	ABCB1	P08183	ABCB1	2435	sertindole	Transporter
921	ABCB1	P08183	ABCB1	2446	sirolimus	Transporter
922	ABCB1	P08183	ABCB1	2557	talinolol	Transporter
923	ABCB1	P08183	ABCB1	2561	tamoxifen	Transporter
924	ABCB1	P08183	ABCB1	2590	teniposide	Transporter
925	ABCB1	P08183	ABCB1	2600	terfenadine	Transporter
926	ABCB1	P08183	ABCB1	2707	topotecan	Transporter
927	ABCB1	P08183	ABCB1	2740	trifluoperazine	Transporter
928	ABCB1	P08183	ABCB1	2742	triflupromazine	Transporter
929	ABCB1	P08183	ABCB1	2815	verapamil	Transporter
930	ABCB1	P08183	ABCB1	2823	vinblastine	Transporter
931	ABCB1	P08183	ABCB1	2825	vincristine	Transporter
932	ABCB1	P08183	ABCB1	2870	zolpidem	Transporter
933	ABCB1	P08183	ABCB1	3514	quercetin	Transporter
934	ABCB1	P08183	ABCB1	3609	tipranavir	Transporter
935	ABCB1	P08183	ABCB1	3972	ivermectin	Transporter
936	ABCB1	P08183	ABCB1	4114	saxagliptin	Transporter
937	ABCB1	P08183	ABCB1	4141	udenafil	Transporter
938	ABCB1	P08183	ABCB1	4143	darunavir	Transporter
939	ABCB1	P08183	ABCB1	4151	silodosin	Transporter
940	ABCB1	P08183	ABCB1	4161	temsirolimus	Transporter
941	ABCB1	P08183	ABCB1	4523	quinine	Transporter
942	ABCB1	P08183	ABCB1	4719	daunorubicinol	Transporter
943	ABCB1	P08183	ABCB1	4802	trametinib	Transporter
944	ABCB1	P08183	ABCB1	4866	ceritinib	Transporter
945	ABCB1	P08183	ABCB1	4903	nintedanib	Transporter
946	DAGLA	Q9Y4D2	DAGLA	1996	orlistat	Enzyme
947	FABP1	P07148	FABP1	3400	oleic acid	Unclassified
948	MAP2K6	P52564	MAP2K6	2544	sunitinib	Kinase
949	MAP2K6	P52564	MAP2K6	3533	ruboxistaurin	Kinase
950	MAP2K6	P52564	MAP2K6	4118	pazopanib	Kinase
951	MAP2K6	P52564	MAP2K6	4359	bosutinib	Kinase
952	MAP2K6	P52564	MAP2K6	5231	midostaurin	Kinase
953	PRKCI	P41743	PRKCI	3533	ruboxistaurin	Kinase
954	PRKCB	P05771	PRKCB	3533	ruboxistaurin	Kinase
955	PRKCB	P05771	PRKCB	4226	ingenol mebutate	Kinase
956	HCK	P08631	HCK	785	dasatinib	Kinase	INHIBITOR
957	HCK	P08631	HCK	1045	erlotinib	Kinase
958	HCK	P08631	HCK	1282	gefitinib	Kinase
959	HCK	P08631	HCK	1932	nilotinib	Kinase
960	HCK	P08631	HCK	2459	sorafenib	Kinase
961	HCK	P08631	HCK	2544	sunitinib	Kinase
962	HCK	P08631	HCK	3533	ruboxistaurin	Kinase
963	HCK	P08631	HCK	4118	pazopanib	Kinase
964	HCK	P08631	HCK	4178	vandetanib	Kinase
965	HCK	P08631	HCK	4318	afatinib	Kinase
966	HCK	P08631	HCK	4359	bosutinib	Kinase	INHIBITOR
967	HCK	P08631	HCK	4810	ibrutinib	Kinase	INHIBITOR
968	HCK	P08631	HCK	4903	nintedanib	Kinase
969	HCK	P08631	HCK	5231	midostaurin	Kinase
970	HCK	P08631	HCK	5252	neratinib	Kinase
971	HCK	P08631	HCK	5347	fedratinib	Kinase
972	FYN	P06241	FYN	176	amiodarone	Kinase
973	FYN	P06241	FYN	249	astemizole	Kinase
974	FYN	P06241	FYN	496	carbidopa	Kinase
975	FYN	P06241	FYN	621	chlorpromazine	Kinase
976	FYN	P06241	FYN	700	clomifene	Kinase
977	FYN	P06241	FYN	719	clotrimazole	Kinase
978	FYN	P06241	FYN	785	dasatinib	Kinase	INHIBITOR
979	FYN	P06241	FYN	875	diethylstilbestrol	Kinase
980	FYN	P06241	FYN	937	dobutamine	Kinase
981	FYN	P06241	FYN	960	doxorubicin	Kinase
982	FYN	P06241	FYN	977	ebastine	Kinase
983	FYN	P06241	FYN	983	econazole	Kinase
984	FYN	P06241	FYN	1030	epirubicin	Kinase
985	FYN	P06241	FYN	1043	ergotamine	Kinase
986	FYN	P06241	FYN	1058	estradiol benzoate	Kinase
987	FYN	P06241	FYN	1212	fluphenazine	Kinase
988	FYN	P06241	FYN	1364	hexachlorophene	Kinase
989	FYN	P06241	FYN	1423	imatinib	Kinase
990	FYN	P06241	FYN	1457	diiodohydroxyquinoline	Kinase
991	FYN	P06241	FYN	1513	itraconazole	Kinase
992	FYN	P06241	FYN	1567	levodopa	Kinase
993	FYN	P06241	FYN	1762	methyldopa	Kinase
994	FYN	P06241	FYN	1800	miconazole	Kinase
995	FYN	P06241	FYN	1805	mifepristone	Kinase
996	FYN	P06241	FYN	1821	mitoxantrone	Kinase
997	FYN	P06241	FYN	1836	montelukast	Kinase
998	FYN	P06241	FYN	1893	nelfinavir	Kinase
999	FYN	P06241	FYN	1932	nilotinib	Kinase
1000	FYN	P06241	FYN	2044	paclitaxel	Kinase
1001	FYN	P06241	FYN	2106	perhexiline	Kinase
1002	FYN	P06241	FYN	2274	prochlorperazine	Kinase
1003	FYN	P06241	FYN	2351	raloxifene	Kinase
1004	FYN	P06241	FYN	2459	sorafenib	Kinase
1005	FYN	P06241	FYN	2495	sulconazole	Kinase
1006	FYN	P06241	FYN	2536	suloctidil	Kinase
1007	FYN	P06241	FYN	2544	sunitinib	Kinase
1008	FYN	P06241	FYN	2561	tamoxifen	Kinase
1009	FYN	P06241	FYN	2599	terconazole	Kinase
1010	FYN	P06241	FYN	2600	terfenadine	Kinase
1011	FYN	P06241	FYN	2637	thioridazine	Kinase
1012	FYN	P06241	FYN	3018	benzethonium	Kinase
1013	FYN	P06241	FYN	4063	tirilazad	Kinase
1014	FYN	P06241	FYN	4118	pazopanib	Kinase
1015	FYN	P06241	FYN	4122	auranofin	Kinase
1016	FYN	P06241	FYN	4138	gentian violet	Kinase
1017	FYN	P06241	FYN	4178	vandetanib	Kinase
1018	FYN	P06241	FYN	4187	crizotinib	Kinase
1019	FYN	P06241	FYN	4211	acetic acid	Kinase
1020	FYN	P06241	FYN	4344	zinc chloride	Kinase
1021	FYN	P06241	FYN	4359	bosutinib	Kinase
1022	FYN	P06241	FYN	4392	cisplatin	Kinase
1023	FYN	P06241	FYN	4425	colistin	Kinase
1024	FYN	P06241	FYN	4706	sodium aurothiomalate	Kinase
1025	FYN	P06241	FYN	4713	tofacitinib	Kinase
1026	FYN	P06241	FYN	4794	gramicidin	Kinase
1027	FYN	P06241	FYN	4810	ibrutinib	Kinase	INHIBITOR
1028	FYN	P06241	FYN	4903	nintedanib	Kinase
1029	FYN	P06241	FYN	5039	tannic acid	Kinase
1030	FYN	P06241	FYN	5118	chromic chloride	Kinase
1031	FYN	P06241	FYN	5231	midostaurin	Kinase
1032	FYN	P06241	FYN	5252	neratinib	Kinase
1033	FYN	P06241	FYN	5347	fedratinib	Kinase
1034	FYN	P06241	FYN	5459	infigratinib	Kinase
1035	TPMT	P51580	TPMT	269	azathioprine	Enzyme
1036	TPMT	P51580	TPMT	1708	mercaptopurine	Enzyme
1037	SLC12A2	P55011	SLC12A2	427	bumetanide	Transporter	INHIBITOR
1038	SLC12A2	P55011	SLC12A2	1258	furosemide	Transporter	INHIBITOR
1039	SLC12A2	P55011	SLC12A2	2201	piretanide	Transporter	INHIBITOR
1040	HEXB	P07686	HEXB	2332	pyrimethamine	Enzyme
1041	TRPC6	Q9Y210	TRPC6	672	clemizole	Ion channel	BLOCKER
1042	TRPC6	Q9Y210	TRPC6	1968	norgestimate	Ion channel	BLOCKER
1043	SMPD1	P17405	SMPD1	621	chlorpromazine	Enzyme
1044	SMPD1	P17405	SMPD1	1427	imipramine	Enzyme
1045	ALPL	P05186	ALPL	156	amifostine	Enzyme
1046	ALPL	P05186	ALPL	1561	levamisole	Enzyme
1047	ALPL	P05186	ALPL	1800	miconazole	Enzyme
1048	ALPL	P05186	ALPL	2495	sulconazole	Enzyme
1049	ALPL	P05186	ALPL	2620	theophylline	Enzyme
1050	ALPL	P05186	ALPL	4390	choline theophyllinate	Enzyme
1051	ALPL	P05186	ALPL	4426	bufylline	Enzyme
1052	ABCA1	O95477	ABCA1	2269	probucol	Transporter	INHIBITOR
1053	CACNA1A	O00555	CACNA1A	342	bepridil	Ion channel	BLOCKER
1054	CACNA1A	O00555	CACNA1A	1599	loperamide	Ion channel
1055	CACNA1A	O00555	CACNA1A	1942	nisoldipine	Ion channel
1056	CA4	P22748	CA4	52	paracetamol	Enzyme
1057	CA4	P22748	CA4	56	acetazolamide	Enzyme	INHIBITOR
1058	CA4	P22748	CA4	305	bendroflumethiazide	Enzyme
1059	CA4	P22748	CA4	332	benzthiazide	Enzyme
1060	CA4	P22748	CA4	391	bortezomib	Enzyme
1061	CA4	P22748	CA4	396	brinzolamide	Enzyme
1062	CA4	P22748	CA4	568	celecoxib	Enzyme
1063	CA4	P22748	CA4	625	chlortalidone	Enzyme
1064	CA4	P22748	CA4	629	cianidanol	Enzyme
1065	CA4	P22748	CA4	738	coumarin	Enzyme
1066	CA4	P22748	CA4	864	dichlorphenamide	Enzyme	INHIBITOR
1067	CA4	P22748	CA4	931	ditiocarb	Enzyme
1068	CA4	P22748	CA4	937	dobutamine	Enzyme
1069	CA4	P22748	CA4	949	dorzolamide	Enzyme
1070	CA4	P22748	CA4	1089	ethoxzolamide	Enzyme	INHIBITOR
1071	CA4	P22748	CA4	1129	famotidine	Enzyme
1072	CA4	P22748	CA4	1258	furosemide	Enzyme
1073	CA4	P22748	CA4	1362	hesperetin	Enzyme
1074	CA4	P22748	CA4	1385	hydrochlorothiazide	Enzyme
1075	CA4	P22748	CA4	1423	imatinib	Enzyme
1076	CA4	P22748	CA4	1433	indapamide	Enzyme
1077	CA4	P22748	CA4	1624	mafenide	Enzyme
1078	CA4	P22748	CA4	1741	methazolamide	Enzyme	INHIBITOR
1079	CA4	P22748	CA4	1932	nilotinib	Enzyme
1080	CA4	P22748	CA4	2416	salicylic acid	Enzyme
1081	CA4	P22748	CA4	2443	silymarin	Enzyme
1082	CA4	P22748	CA4	2521	sulfanilamide	Enzyme
1083	CA4	P22748	CA4	2706	topiramate	Enzyme	INHIBITOR
1084	CA4	P22748	CA4	2733	trichlormethiazide	Enzyme
1085	CA4	P22748	CA4	2738	trientine	Enzyme
1086	CA4	P22748	CA4	2799	valdecoxib	Enzyme
1087	CA4	P22748	CA4	2872	zonisamide	Enzyme
1088	CA4	P22748	CA4	3282	hydroquinone	Enzyme
1089	CA4	P22748	CA4	3508	pyrithione	Enzyme
1090	CA4	P22748	CA4	3514	quercetin	Enzyme
1091	CA4	P22748	CA4	4199	potassium chloride	Enzyme
1092	CA4	P22748	CA4	4219	sodium phosphate	Enzyme
1093	CA4	P22748	CA4	4248	pyrithione zinc	Enzyme
1094	CA4	P22748	CA4	4266	phenol	Enzyme
1095	CA4	P22748	CA4	4296	potassium iodide	Enzyme
1096	CA4	P22748	CA4	4310	lacosamide	Enzyme
1097	CA4	P22748	CA4	4373	sodium benzoate	Enzyme
1098	CA4	P22748	CA4	4474	trisodium citrate dihydrate	Enzyme
1099	CA4	P22748	CA4	4477	sodium citrate	Enzyme
1100	CA4	P22748	CA4	4568	hydrochloric acid	Enzyme
1101	CA4	P22748	CA4	4733	thiomersal	Enzyme
1102	RPS6KA5	O75582	RPS6KA5	1132	fasudil	Kinase
1103	RPS6KA5	O75582	RPS6KA5	2544	sunitinib	Kinase
1104	RPS6KA5	O75582	RPS6KA5	3533	ruboxistaurin	Kinase
1105	RPS6KA5	O75582	RPS6KA5	4190	ruxolitinib	Kinase
1106	RPS6KA5	O75582	RPS6KA5	4903	nintedanib	Kinase
1107	RPS6KA5	O75582	RPS6KA5	5231	midostaurin	Kinase
1108	RPS6KA5	O75582	RPS6KA5	5347	fedratinib	Kinase
1109	SLC9A1	P19634	SLC9A1	158	amiloride	Transporter
1110	CDK4	P11802	CDK4	2544	sunitinib	Kinase
1111	CDK4	P11802	CDK4	3533	ruboxistaurin	Kinase
1112	CDK4	P11802	CDK4	4866	ceritinib	Kinase
1113	CDK4	P11802	CDK4	4903	nintedanib	Kinase
1114	CDK4	P11802	CDK4	4941	palbociclib	Kinase	INHIBITOR
1115	CDK4	P11802	CDK4	5218	ribociclib	Kinase	INHIBITOR
1116	CDK4	P11802	CDK4	5259	abemaciclib	Kinase	INHIBITOR
1117	CDK4	P11802	CDK4	5347	fedratinib	Kinase
1118	CDK4	P11802	CDK4	5442	trilaciclib	Kinase	INHIBITOR
1119	HEXA	P06865	HEXA	2332	pyrimethamine	Enzyme
1120	HNMT	P50135	HNMT	186	amodiaquine	Enzyme
1121	HPGDS	O60760	HPGDS	2531	sulfobromophthalein	Enzyme
1122	HPGDS	O60760	HPGDS	2714	tranilast	Enzyme
1123	JAK3	P52333	JAK3	785	dasatinib	Kinase
1124	JAK3	P52333	JAK3	1045	erlotinib	Kinase
1125	JAK3	P52333	JAK3	2459	sorafenib	Kinase
1126	JAK3	P52333	JAK3	2544	sunitinib	Kinase
1127	JAK3	P52333	JAK3	3533	ruboxistaurin	Kinase
1128	JAK3	P52333	JAK3	4118	pazopanib	Kinase
1129	JAK3	P52333	JAK3	4187	crizotinib	Kinase
1130	JAK3	P52333	JAK3	4190	ruxolitinib	Kinase
1131	JAK3	P52333	JAK3	4225	axitinib	Kinase
1132	JAK3	P52333	JAK3	4359	bosutinib	Kinase
1133	JAK3	P52333	JAK3	4713	tofacitinib	Kinase	INHIBITOR
1134	JAK3	P52333	JAK3	4810	ibrutinib	Kinase	INHIBITOR
1135	JAK3	P52333	JAK3	4866	ceritinib	Kinase
1136	JAK3	P52333	JAK3	4903	nintedanib	Kinase
1137	JAK3	P52333	JAK3	4941	palbociclib	Kinase
1138	JAK3	P52333	JAK3	5202	baricitinib	Kinase
1139	JAK3	P52333	JAK3	5231	midostaurin	Kinase
1140	JAK3	P52333	JAK3	5252	neratinib	Kinase
1141	JAK3	P52333	JAK3	5297	dacomitinib	Kinase
1142	JAK3	P52333	JAK3	5345	entrectinib	Kinase
1143	JAK3	P52333	JAK3	5346	upadacitinib	Kinase	INHIBITOR
1144	JAK3	P52333	JAK3	5347	fedratinib	Kinase	INHIBITOR
1145	JAK3	P52333	JAK3	5419	filgotinib	Kinase	INHIBITOR
1146	JAK3	P52333	JAK3	5426	delgocitinib	Kinase	INHIBITOR
1147	PTGS2	P35354	PTGS2	43	aceclofenac	Enzyme	INHIBITOR
1148	PTGS2	P35354	PTGS2	47	acemetacin	Enzyme	INHIBITOR
1149	PTGS2	P35354	PTGS2	52	paracetamol	Enzyme	INHIBITOR
1150	PTGS2	P35354	PTGS2	74	acetylsalicylic acid	Enzyme	INHIBITOR
1151	PTGS2	P35354	PTGS2	107	alclofenac	Enzyme	INHIBITOR
1152	PTGS2	P35354	PTGS2	171	aminophenazone	Enzyme
1153	PTGS2	P35354	PTGS2	284	balsalazide	Enzyme	INHIBITOR
1154	PTGS2	P35354	PTGS2	331	benzquinamide	Enzyme	INHIBITOR
1155	PTGS2	P35354	PTGS2	401	bromfenac	Enzyme	INHIBITOR
1156	PTGS2	P35354	PTGS2	484	captopril	Enzyme
1157	PTGS2	P35354	PTGS2	518	carprofen	Enzyme	INHIBITOR
1158	PTGS2	P35354	PTGS2	542	cefonicid	Enzyme
1159	PTGS2	P35354	PTGS2	547	cefotetan	Enzyme
1160	PTGS2	P35354	PTGS2	568	celecoxib	Enzyme	INHIBITOR
1161	PTGS2	P35354	PTGS2	574	cefalotin	Enzyme
1162	PTGS2	P35354	PTGS2	629	cianidanol	Enzyme
1163	PTGS2	P35354	PTGS2	719	clotrimazole	Enzyme
1164	PTGS2	P35354	PTGS2	824	dexamethasone	Enzyme
1165	PTGS2	P35354	PTGS2	833	dexketoprofen	Enzyme	INHIBITOR
1166	PTGS2	P35354	PTGS2	865	diclofenac	Enzyme	INHIBITOR
1167	PTGS2	P35354	PTGS2	880	diflunisal	Enzyme	INHIBITOR
1168	PTGS2	P35354	PTGS2	1103	etodolac	Enzyme	INHIBITOR
1169	PTGS2	P35354	PTGS2	1113	etoricoxib	Enzyme	INHIBITOR
1170	PTGS2	P35354	PTGS2	1141	felbinac	Enzyme	INHIBITOR
1171	PTGS2	P35354	PTGS2	1145	fenbufen	Enzyme	INHIBITOR
1172	PTGS2	P35354	PTGS2	1154	fenoprofen	Enzyme	INHIBITOR
1173	PTGS2	P35354	PTGS2	1178	floctafenine	Enzyme	INHIBITOR
1174	PTGS2	P35354	PTGS2	1193	flufenamic acid	Enzyme	INHIBITOR
1175	PTGS2	P35354	PTGS2	1219	flurbiprofen	Enzyme	INHIBITOR
1176	PTGS2	P35354	PTGS2	1364	hexachlorophene	Enzyme
1177	PTGS2	P35354	PTGS2	1407	ibuprofen	Enzyme	INHIBITOR
1178	PTGS2	P35354	PTGS2	1439	indobufen	Enzyme
1179	PTGS2	P35354	PTGS2	1440	indomethacin	Enzyme	INHIBITOR
1180	PTGS2	P35354	PTGS2	1494	fluostigmine	Enzyme
1181	PTGS2	P35354	PTGS2	1509	isoxicam	Enzyme
1182	PTGS2	P35354	PTGS2	1528	ketoprofen	Enzyme	INHIBITOR
1183	PTGS2	P35354	PTGS2	1529	ketorolac	Enzyme	INHIBITOR
1184	PTGS2	P35354	PTGS2	1615	loxoprofen	Enzyme	INHIBITOR
1185	PTGS2	P35354	PTGS2	1618	lumiracoxib	Enzyme	INHIBITOR
1186	PTGS2	P35354	PTGS2	1650	meclofenamic acid	Enzyme	INHIBITOR
1187	PTGS2	P35354	PTGS2	1663	mefenamic acid	Enzyme	INHIBITOR
1188	PTGS2	P35354	PTGS2	1676	meloxicam	Enzyme	INHIBITOR
1189	PTGS2	P35354	PTGS2	1710	mesalazine	Enzyme	INHIBITOR
1190	PTGS2	P35354	PTGS2	1795	mezlocillin	Enzyme
1191	PTGS2	P35354	PTGS2	1800	miconazole	Enzyme
1192	PTGS2	P35354	PTGS2	1829	mofezolac	Enzyme
1193	PTGS2	P35354	PTGS2	1834	monobenzone	Enzyme
1194	PTGS2	P35354	PTGS2	1863	nabumetone	Enzyme	INHIBITOR
1195	PTGS2	P35354	PTGS2	1883	naproxen	Enzyme	INHIBITOR
1196	PTGS2	P35354	PTGS2	1899	nepafenac	Enzyme	INHIBITOR
1197	PTGS2	P35354	PTGS2	1925	niflumic acid	Enzyme
1198	PTGS2	P35354	PTGS2	1935	nimesulide	Enzyme
1199	PTGS2	P35354	PTGS2	1954	nitroxoline	Enzyme
1200	PTGS2	P35354	PTGS2	2006	oxacillin	Enzyme
1201	PTGS2	P35354	PTGS2	2013	oxaprozin	Enzyme	INHIBITOR
1202	PTGS2	P35354	PTGS2	2063	parecoxib	Enzyme	INHIBITOR
1203	PTGS2	P35354	PTGS2	2165	piketoprofen	Enzyme	INHIBITOR
1204	PTGS2	P35354	PTGS2	2210	piroxicam	Enzyme	INHIBITOR
1205	PTGS2	P35354	PTGS2	2213	pirprofen	Enzyme
1206	PTGS2	P35354	PTGS2	2311	proquazone	Enzyme
1207	PTGS2	P35354	PTGS2	2397	rofecoxib	Enzyme	INHIBITOR
1208	PTGS2	P35354	PTGS2	2534	sulindac	Enzyme	INHIBITOR
1209	PTGS2	P35354	PTGS2	2546	suprofen	Enzyme	INHIBITOR
1210	PTGS2	P35354	PTGS2	2561	tamoxifen	Enzyme
1211	PTGS2	P35354	PTGS2	2595	tenoxicam	Enzyme
1212	PTGS2	P35354	PTGS2	2616	thalidomide	Enzyme
1213	PTGS2	P35354	PTGS2	2652	tiaprofenic acid	Enzyme	INHIBITOR
1214	PTGS2	P35354	PTGS2	2657	ticlopidine	Enzyme
1215	PTGS2	P35354	PTGS2	2698	tolfenamic acid	Enzyme
1216	PTGS2	P35354	PTGS2	2699	tolmetin	Enzyme	INHIBITOR
1217	PTGS2	P35354	PTGS2	2799	valdecoxib	Enzyme	INHIBITOR
1218	PTGS2	P35354	PTGS2	2871	zomepirac	Enzyme
1219	PTGS2	P35354	PTGS2	3514	quercetin	Enzyme
1220	PTGS2	P35354	PTGS2	3851	dexibuprofen	Enzyme
1221	PTGS2	P35354	PTGS2	4728	tenidap	Enzyme
1222	PTGS2	P35354	PTGS2	5060	esflurbiprofen	Enzyme
1223	PTGS2	P35354	PTGS2	5240	polmacoxib	Enzyme	INHIBITOR
1224	PTGS2	P35354	PTGS2	5250	imrecoxib	Enzyme	INHIBITOR
1225	PRKG1	Q13976	PRKG1	4903	nintedanib	Kinase
1226	PRKG1	Q13976	PRKG1	5231	midostaurin	Kinase
1227	PRKG1	Q13976	PRKG1	5347	fedratinib	Kinase
1228	PRKD1	Q15139	PRKD1	1282	gefitinib	Kinase
1229	PRKD1	Q15139	PRKD1	2544	sunitinib	Kinase
1230	PRKD1	Q15139	PRKD1	4187	crizotinib	Kinase
1231	PRKD1	Q15139	PRKD1	4226	ingenol mebutate	Kinase
1232	PRKD1	Q15139	PRKD1	4903	nintedanib	Kinase
1233	PRKD1	Q15139	PRKD1	5252	neratinib	Kinase
1234	PRKCA	P17252	PRKCA	2544	sunitinib	Kinase
1235	PRKCA	P17252	PRKCA	3533	ruboxistaurin	Kinase
1236	PRKCA	P17252	PRKCA	4226	ingenol mebutate	Kinase
1237	PRKCA	P17252	PRKCA	4376	dequalinium	Kinase
1238	PRKCA	P17252	PRKCA	5231	midostaurin	Kinase
1239	MAPKAPK2	P49137	MAPKAPK2	91	adenosine triphosphate	Kinase
1240	NOS3	P29474	NOS3	626	chlorzoxazone	Enzyme
1241	PDE5A	O76074	PDE5A	568	celecoxib	Enzyme
1242	PDE5A	O76074	PDE5A	924	dipyridamole	Enzyme	INHIBITOR
1243	PDE5A	O76074	PDE5A	1809	milrinone	Enzyme
1244	PDE5A	O76074	PDE5A	2056	papaverine	Enzyme
1245	PDE5A	O76074	PDE5A	2099	pentoxifylline	Enzyme	INHIBITOR
1246	PDE5A	O76074	PDE5A	2441	sildenafil	Enzyme	INHIBITOR
1247	PDE5A	O76074	PDE5A	2553	tadalafil	Enzyme	INHIBITOR
1248	PDE5A	O76074	PDE5A	2809	vardenafil	Enzyme	INHIBITOR
