	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	UniParc	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	GeneID	KEGG	CTD	GeneCards	HGNC	HPA	MIM	neXtProt	Orphanet	PharmGKB	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	ProDom	PROSITE	SMART	SUPFAM
244	Q9H2U2	PPA2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=5; Name=1; IsoId=Q9H2U2-1; Sequence=Displayed; Name=2; IsoId=Q9H2U2-2; Sequence=VSP_011651; Name=3; IsoId=Q9H2U2-3; Sequence=VSP_011652; Name=4; IsoId=Q9H2U2-4; Sequence=VSP_011649, VSP_011650; Name=5; IsoId=Q9H2U2-6; Sequence=VSP_046256;	UPI000013D9E2	CCDS34043.1 [Q9H2U2-4];CCDS3667.1 [Q9H2U2-1];CCDS3668.2 [Q9H2U2-3];CCDS3669.2 [Q9H2U2-6];	AB026722;AF217187;AK000466;AK297096;AC004066;AC106888;BC022803;BC039462;BC057219;AF161473;AL136655;	NP_008834.3 [Q9H2U2-3];NP_789842.2 [Q9H2U2-6];NP_789843.2 [Q9H2U2-4];NP_789845.1 [Q9H2U2-1];				Q9H2U2;	117979;					Q9H2U2;		9606.ENSP00000343885;														Q9H2U2;	rs1057517679 rs1057517680 rs139076647 rs546693824 rs146013446 rs138215926 rs13787 rs1057517678		Q9H2U2;	Q9H2U2;	Q9H2U2;		9606-ENSP00000343885;	Q9H2U2;	31561;80594 [Q9H2U2-1];80595 [Q9H2U2-2];80596 [Q9H2U2-3];80597 [Q9H2U2-4];	ENST00000341695.10 [Q9H2U2-1];ENST00000348706.9 [Q9H2U2-3];ENST00000354147.7 [Q9H2U2-4];ENST00000432483.6 [Q9H2U2-6];	27068;	hsa:27068;	27068;	PPA2;	HGNC:28883;	ENSG00000138777;	609988;617222;617223;	NX_Q9H2U2;		PA142671159;	KOG1626;	ENSGT00390000017004;	CLU_1763017_0_0_1;	WFENYKV;	156at2759;	Q9H2U2;	TF300887;		3.6.1.1;	Q9H2U2;	R-HSA-379726;R-HSA-71737;			ENSG00000138777;	Q9H2U2;	cd00412;			IPR008162;IPR036649;	PTHR10286;PTHR10286:SF49;	PF00719;				PS00387;		SSF50324;
245	Q9H310	RHBG	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=5; Name=1; IsoId=Q9H310-1; Sequence=Displayed; Name=2; Synonyms=RhBG-2A; IsoId=Q9H310-2; Sequence=VSP_024341, VSP_024342; Name=3; IsoId=Q9H310-3; Sequence=VSP_024340, VSP_024343; Name=4; Synonyms=RhBG-1A; IsoId=Q9H310-4; Sequence=VSP_024340; Name=5; IsoId=Q9H310-5; Sequence=VSP_024340, VSP_037136;	UPI000004F267	CCDS41414.2 [Q9H310-1];	AF193807;AF219980;AF219977;AF219978;AF219979;AY139092;AY139093;AK054780;AK290840;AL139130;AL589685;CH471121;BC065218;	NP_001243324.1 [Q9H310-4];NP_001243325.1 [Q9H310-2];NP_065140.3 [Q9H310-1];				Q9H310;	121390;	Q9H310;				Q9H310;		9606.ENSP00000441197;												1.A.11.4.2;		Q9H310;	rs2245623 rs11586833 rs3748569 rs3748567			Q9H310;			9606-ENSP00000441197;	Q9H310;		ENST00000537040.6 [Q9H310-1];	57127;	hsa:57127;	57127;	RHBG;	HGNC:14572;	ENSG00000132677;	607079;	NX_Q9H310;		PA34385;	KOG3796;	ENSGT00950000182844;	CLU_021386_0_0_1;	HRQGSIY;	5483564at2759;	Q9H310;	TF314450;			Q9H310;	R-HSA-444411;		RHBG;	ENSG00000132677;	Q9H310;				IPR029020;IPR024041;IPR002229;	PTHR11730;PTHR11730:SF42;	PF00909;		PR00342;				SSF111352;
246	Q9H3S4	TPK1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9H3S4-1; Sequence=Displayed; Name=2; IsoId=Q9H3S4-2; Sequence=VSP_056302, VSP_056303;	UPI000004FD50	CCDS5888.1 [Q9H3S4-1];	AB028138;AF297710;AY206415;AK026374;AK289652;AC004534;AC004743;AC004833;AC004864;AC005677;AC074384;CH471146;CH471146;BC040555;BC068460;	NP_001035947.1;NP_071890.2 [Q9H3S4-1];XP_005250027.1 [Q9H3S4-1];XP_011514349.1;XP_011514350.1;XP_011514352.1;XP_016867462.1;XP_016867471.1;XP_016867472.1;XP_016867473.1;XP_016867474.1;XP_016867475.1;		3S4Y;		Q9H3S4;	117952;					Q9H3S4;		9606.ENSP00000353165;		CHEMBL6155;	DB04768;DB00152;	Q9H3S4;										Q9H3S4;	rs387906936 rs387906935 rs371271054		Q9H3S4;	Q9H3S4;	Q9H3S4;		9606-ENSP00000353165;	Q9H3S4;	80748 [Q9H3S4-1];	ENST00000360057.7 [Q9H3S4-1];	27010;	hsa:27010;	27010;	TPK1;	HGNC:17358;	ENSG00000196511;	606370;614458;	NX_Q9H3S4;	293955;	PA38235;	KOG3153;	ENSGT00390000016016;		HHLYMMT;	102116at2759;	Q9H3S4;	TF313224;		2.7.6.2;	Q9H3S4;	R-HSA-196819;		TPK1;	ENSG00000196511;	Q9H3S4;	cd07995;			IPR006282;IPR016966;IPR007373;IPR036371;IPR007371;IPR036759;	PTHR13622;PTHR13622:SF8;	PF04265;PF04263;	PIRSF031057;				SM00983;	SSF63999;SSF63862;
247	Q9HBU6	ETNK1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9HBU6-1; Sequence=Displayed; Name=2; IsoId=Q9HBU6-2; Sequence=VSP_047191;	UPI0000129E2F		AF207600;AC087241;CH471094;BC006111;BC066907;	NP_001034570.1;NP_061108.2;				Q9HBU6;	120680;					Q9HBU6;		9606.ENSP00000266517;					SLP:000001769 [Q9HBU6-1];									Q9HBU6;			Q9HBU6;	Q9HBU6;	Q9HBU6;		9606-ENSP00000266517;	Q9HBU6;	33849;81595 [Q9HBU6-1];	ENST00000671733.1 [Q9HBU6-1];ENST00000672951.1 [Q9HBU6-2];	55500;	hsa:55500;	55500;	ETNK1;	HGNC:24649;	ENSG00000139163;	609858;	NX_Q9HBU6;		PA134921265;	KOG4720;	ENSGT00950000182939;	CLU_012712_1_0_1;		144299at2759;	Q9HBU6;	TF313549;	MetaCyc:HS06586-MONOMER;	2.7.1.82;	Q9HBU6;	R-HSA-1483213;			ENSG00000139163;	Q9HBU6;	cd05157;			IPR011009;	PTHR22603;PTHR22603:SF91;	PF01633;						SSF56112;
248	Q9HCL2	GPAM	9606	ALTERNATIVE PRODUCTS:  	UPI000004AC02	CCDS7570.1;	AL833093;AL391986;AB046780;	NP_001231878.1;NP_065969.3;XP_005270055.1;		8E4Y;8E50;		Q9HCL2;	121707;					Q9HCL2;		9606.ENSP00000265276;	Q9HCL2;	CHEMBL3734642;			SLP:000000094;									Q9HCL2;	rs11549703 rs2792751 rs10787428 rs35019520		Q9HCL2;	Q9HCL2;	Q9HCL2;		9606-ENSP00000265276;	Q9HCL2;	81752;	ENST00000348367.9;	57678;	hsa:57678;	57678;	GPAM;	HGNC:24865;	ENSG00000119927;	602395;	NX_Q9HCL2;		PA134983031;	KOG3729;	ENSGT00520000055570;		RCKHTNE;	2874405at2759;	Q9HCL2;	TF313360;	MetaCyc:57678-MONOMER;	2.3.1.15;	Q9HCL2;	R-HSA-1483166;R-HSA-2426168;R-HSA-75109;R-HSA-8931987;R-HSA-9018519;		GPAM;	ENSG00000119927;	Q9HCL2;	cd07993;			IPR022284;IPR045520;IPR041728;IPR028354;IPR002123;	PTHR12563;PTHR12563:SF16;	PF01553;PF19277;	PIRSF500064;PIRSF000437;				SM00563;	SSF69593;
249	Q9HCR9	PDE11A	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; Synonyms=PDE11A4 {ECO:0000303|PubMed:11121118}; IsoId=Q9HCR9-1; Sequence=Displayed; Name=2; Synonyms=PDE11A3 {ECO:0000303|PubMed:11121118}; IsoId=Q9HCR9-2; Sequence=VSP_019900, VSP_019901; Name=3; Synonyms=PDE11A2 {ECO:0000303|PubMed:11121118}; IsoId=Q9HCR9-3; Sequence=VSP_019899; Name=4; Synonyms=PDE11A1 {ECO:0000303|PubMed:11121118}; IsoId=Q9HCR9-4; Sequence=VSP_019898;	UPI00001402C1	CCDS33334.1 [Q9HCR9-1];CCDS42785.1 [Q9HCR9-2];CCDS42786.1 [Q9HCR9-4];CCDS46459.1 [Q9HCR9-3];	AB036704;AB038041;AJ251509;AF281865;AJ278682;AB048423;AB048423;AB048423;AC073834;AC073892;AC083824;AC011998;AC012499;BC112393;BC114431;	NP_001070664.1 [Q9HCR9-4];NP_001070665.1 [Q9HCR9-2];NP_001070826.1 [Q9HCR9-3];NP_058649.3 [Q9HCR9-1];				Q9HCR9;	119167;							9606.ENSP00000286063;	Q9HCR9;	CHEMBL2717;	DB00201;DB00820;DB09283;	Q9HCR9;										Q9HCR9;	rs75127279 rs61306957			Q9HCR9;			9606-ENSP00000286063;	Q9HCR9;	81789 [Q9HCR9-1];81790 [Q9HCR9-2];81791 [Q9HCR9-3];81792 [Q9HCR9-4];	ENST00000286063.11 [Q9HCR9-1];ENST00000358450.8 [Q9HCR9-2];ENST00000389683.7 [Q9HCR9-4];ENST00000409504.5 [Q9HCR9-3];	50940;	hsa:50940;	50940;	PDE11A;	HGNC:8773;	ENSG00000128655;	604961;610475;	NX_Q9HCR9;	1359;	PA33121;	KOG3689;	ENSGT00940000162151;	CLU_006980_0_1_1;	HHDANEE;	5479253at2759;	Q9HCR9;	TF316499;		3.1.4.17;	Q9HCR9;	R-HSA-418457;R-HSA-418555;	Q9HCR9;	PDE11A;	ENSG00000128655;	Q9HCR9;	cd00077;			IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	PTHR11347;PTHR11347:SF130;	PF01590;PF00233;		PR00387;		PS00126;PS51845;	SM00065;SM00471;	SSF55781;SSF109604;
250	Q9NP56	PDE7B	9606	ALTERNATIVE PRODUCTS:  	UPI00000339FF	CCDS5175.1;	AB038040;AJ251860;AL360178;AL133319;AL138828;CH471051;BC075082;BC075083;	NP_061818.1;				Q9NP56;	118010;					Q9NP56;		9606.ENSP00000310661;	Q9NP56;	CHEMBL4716;	DB00201;DB09283;	Q9NP56;										Q9NP56;				Q9NP56;	Q9NP56;		9606-ENSP00000310661;	Q9NP56;	81887;	ENST00000308191.11;	27115;	hsa:27115;	27115;	PDE7B;	HGNC:8792;	ENSG00000171408;	604645;	NX_Q9NP56;		PA33140;	KOG3689;	ENSGT00940000159413;	CLU_005940_6_5_1;	MVKLLWK;	240889at2759;	Q9NP56;	TF314638;		3.1.4.53;	Q9NP56;	R-HSA-418555;			ENSG00000171408;	Q9NP56;	cd00077;			IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	PTHR11347:SF72;PTHR11347;	PF00233;		PR00387;		PS00126;PS51845;	SM00471;	SSF109604;
251	Q9NPD5	SLCO1B3	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=SLCO1B3-1; IsoId=Q9NPD5-1; Sequence=Displayed; Name=SLCO1B3-2; IsoId=Q9NPD5-2; Sequence=VSP_056615, VSP_056616, VSP_056617; Name=SLCO1B3-SLCO1B7-1; IsoId=F5H094-1; Sequence=External;	UPI000013544A	CCDS8684.1 [Q9NPD5-1];	AJ400763;AJ400764;AJ400765;AJ400766;AJ400767;AJ400768;AJ400769;AJ400770;AJ400771;AJ400772;AJ400773;AJ400774;AJ400775;AJ400776;AJ251506;AF187815;AY257471;AY442326;AC011604;AC087309;	NP_062818.1 [Q9NPD5-1];				Q9NPD5;	118182;							9606.ENSP00000261196;	Q9NPD5;	CHEMBL1743121;	DB06403;DB12597;DB11586;DB05016;DB01072;DB16098;DB01076;DB11817;DB00394;DB15719;DB15463;DB11936;DB00188;DB12151;DB06772;DB00520;DB08862;DB02659;DB01211;DB00257;DB09065;DB05239;DB00286;DB00091;DB08912;DB09102;DB12941;DB16650;DB08995;DB00975;DB01248;DB05928;DB08861;DB04855;DB15444;DB09038;DB13874;DB00199;DB00783;DB13952;DB13953;DB13954;DB13955;DB13956;DB01590;DB12500;DB12265;DB00950;DB01095;DB11796;DB08884;DB01241;DB06749;DB06750;DB13879;DB02691;DB11575;DB12471;DB09054;DB00619;DB11886;DB11757;DB00602;DB09078;DB12070;DB08855;DB13153;DB13139;DB00451;DB17083;DB00279;DB01583;DB06448;DB01601;DB00227;DB12674;DB00244;DB00563;DB00834;DB00688;DB01149;DB00220;DB01051;DB00646;DB00275;DB16267;DB11632;DB01092;DB01229;DB15575;DB15413;DB13154;DB09297;DB12978;DB13878;DB01132;DB08860;DB06813;DB15822;DB01708;DB05804;DB00175;DB00396;DB00481;DB14761;DB11855;DB01045;DB11753;DB08864;DB12457;DB00503;DB06176;DB01098;DB12332;DB09292;DB11362;DB11942;DB09298;DB06290;DB00641;DB09142;DB12713;DB00795;DB04348;DB09137;DB00976;DB09299;DB00624;DB13946;DB00932;DB06137;DB14962;DB15328;DB00177;DB11869;DB11613;DB00541;DB12026;	Q9NPD5;								2.A.60.1.12;		Q9NPD5;	rs4149117 rs7311358 rs60140950 rs12299012 rs556554798			Q9NPD5;			9606-ENSP00000261196;	Q9NPD5;	62988;81974 [Q9NPD5-1];	ENST00000261196.6 [Q9NPD5-1];ENST00000381545.8 [Q9NPD5-1];	28234;	hsa:28234;	28234;	SLCO1B3;	HGNC:10961;	ENSG00000111700;	237450;605495;	NX_Q9NPD5;	3111;	PA35844;	KOG3626;	ENSGT01080000257336;	CLU_008954_4_0_1;	RGPSYLV;		Q9NPD5;	TF317540;			Q9NPD5;	R-HSA-159418;R-HSA-189483;R-HSA-5619058;R-HSA-879518;R-HSA-9754706;	Q9NPD5;	SLCO1B3;	ENSG00000111700;	Q9NPD5;				IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;	PTHR11388;PTHR11388:SF89;	PF07648;PF03137;				PS51465;PS50850;		SSF100895;SSF103473;
252	Q9NPH2	ISYNA1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=Q9NPH2-1; Sequence=Displayed; Name=2; IsoId=Q9NPH2-2; Sequence=VSP_032324; Name=3; IsoId=Q9NPH2-3; Sequence=VSP_046065;	UPI00000424BB	CCDS12379.1 [Q9NPH2-1];CCDS54234.1 [Q9NPH2-3];CCDS62603.1 [Q9NPH2-2];	AF207640;AF220530;AF220259;AF220250;AF220251;AF220252;AF220253;AF220254;AF220255;AF220256;AF220257;AF220258;AF086921;AK001325;AK021526;AK092179;AL137749;AC008397;CH471106;CH471106;BC004320;BC018952;BC066902;	NP_001164409.1 [Q9NPH2-3];NP_001240318.1 [Q9NPH2-2];NP_057452.1 [Q9NPH2-1];				Q9NPH2;	119562;					Q9NPH2;		9606.ENSP00000337746;			DB01840;DB04516;DB09462;											Q9NPH2;			Q9NPH2;	Q9NPH2;	Q9NPH2;		9606-ENSP00000337746;	Q9NPH2;	34039;81997 [Q9NPH2-1];81998 [Q9NPH2-2];	ENST00000338128.13 [Q9NPH2-1];ENST00000457269.8 [Q9NPH2-3];ENST00000578963.5 [Q9NPH2-2];	51477;	hsa:51477;	51477;	ISYNA1;	HGNC:29821;	ENSG00000105655;	611670;	NX_Q9NPH2;		PA164721116;	KOG0693;	ENSGT00390000018395;	CLU_021486_2_1_1;	EHDLFIQ;	1201882at2759;	Q9NPH2;	TF300382;		5.5.1.4;	Q9NPH2;	R-HSA-1855183;	Q9NPH2;		ENSG00000105655;	Q9NPH2;				IPR002587;IPR013021;IPR036291;	PTHR11510:SF5;PTHR11510;	PF01658;PF07994;	PIRSF015578;					SSF55347;SSF51735;
253	Q9NR45	NANS	9606	ALTERNATIVE PRODUCTS:  	UPI000013597F	CCDS6733.1;	AF257466;AK001659;AK316608;AL137073;CH471105;BC000008;BC019315;	NP_061819.2;		1WVO;		Q9NR45;	119921;					Q9NR45;	Q9NR45;	9606.ENSP00000210444;														Q9NR45;	rs1277263564 rs1058446 rs878852980 rs140402727 rs878852981 rs1024025721 rs878852982		Q9NR45;	Q9NR45;	Q9NR45;		9606-ENSP00000210444;	Q9NR45;	82270;	ENST00000210444.6;	54187;	hsa:54187;	54187;	NANS;	HGNC:19237;	ENSG00000095380;	605202;610442;	NX_Q9NR45;	168454;	PA134978885;	ENOG502QR5J;	ENSGT00390000011081;	CLU_040465_1_0_1;	YRHRVEF;	3716025at2759;	Q9NR45;	TF324826;	MetaCyc:HS01818-MONOMER;	2.5.1.132;2.5.1.56;2.5.1.57;	Q9NR45;	R-HSA-4085001;		NANS;	ENSG00000095380;	Q9NR45;	cd11615;			IPR006190;IPR036732;IPR013785;IPR006013;IPR013132;IPR013974;	PTHR42966;PTHR42966:SF1;	PF03102;		PR00357;		PS50844;	SM00858;	SSF51269;SSF51569;
254	Q9NRZ5	AGPAT4	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9NRZ5-1; Sequence=Displayed; Name=2; IsoId=Q9NRZ5-2; Sequence=VSP_056928, VSP_056929;	UPI0000035BB6	CCDS5280.1 [Q9NRZ5-1];	AF156776;AY358506;AK299721;AL109942;BC020209;	NP_064518.1 [Q9NRZ5-1];					121225;					Q9NRZ5;		9606.ENSP00000314036;														Q9NRZ5;			Q9NRZ5;	Q9NRZ5;	Q9NRZ5;		9606-ENSP00000314036;	Q9NRZ5;	5022;82446 [Q9NRZ5-1];	ENST00000320285.9 [Q9NRZ5-1];	56895;	hsa:56895;	56895;	AGPAT4;	HGNC:20885;	ENSG00000026652;	614795;	NX_Q9NRZ5;		PA134961047;	KOG1505;	ENSGT00950000182836;	CLU_041844_5_2_1;	RMVMIAN;	921703at2759;	Q9NRZ5;	TF314065;	MetaCyc:HS00452-MONOMER;	2.3.1.51;	Q9NRZ5;	R-HSA-1483166;	Q9NRZ5;		ENSG00000026652;	Q9NRZ5;	cd07990;			IPR032098;IPR002123;	PTHR10983:SF8;PTHR10983;	PF16076;PF01553;					SM00563;	SSF69593;
255	Q9NRZ7	AGPAT3	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; Synonyms=Gamma-1; IsoId=Q9NRZ7-1; Sequence=Displayed; Name=2; Synonyms=Gamma-2; IsoId=Q9NRZ7-2; Sequence=VSP_005072; Name=3; IsoId=Q9NRZ7-3; Sequence=VSP_013144;	UPI000004616E	CCDS13703.1 [Q9NRZ7-1];	AF156774;AF156775;AB040138;AY358704;AP001054;CH471079;CH471079;CH471079;CH471079;BC011971;BC040603;BC063552;AK125804;AL832919;	NP_001032642.1 [Q9NRZ7-1];NP_064517.1 [Q9NRZ7-1];XP_005261217.1 [Q9NRZ7-1];XP_006724092.1;XP_006724093.1 [Q9NRZ7-1];XP_006724094.1 [Q9NRZ7-2];XP_011527963.1 [Q9NRZ7-2];XP_011527965.1 [Q9NRZ7-2];XP_011527967.1;XP_016883898.1;XP_016883899.1;XP_016883900.1 [Q9NRZ7-2];XP_016883901.1;XP_016883902.1;					121224;					Q9NRZ7;		9606.ENSP00000381140;					SLP:000000823;							9.B.447.1.2;		Q9NRZ7;			Q9NRZ7;	Q9NRZ7;	Q9NRZ7;		9606-ENSP00000381140;	Q9NRZ7;	82447 [Q9NRZ7-1];82448 [Q9NRZ7-2];82449 [Q9NRZ7-3];	ENST00000291572.13 [Q9NRZ7-1];ENST00000327505.6 [Q9NRZ7-1];ENST00000398058.5 [Q9NRZ7-1];ENST00000398061.5 [Q9NRZ7-1];ENST00000398063.6 [Q9NRZ7-1];ENST00000546158.1 [Q9NRZ7-1];	56894;	hsa:56894;	56894;	AGPAT3;	HGNC:326;	ENSG00000160216;	614794;	NX_Q9NRZ7;		PA24623;	KOG1505;	ENSGT00950000182836;		PTIGWAW;	921703at2759;	Q9NRZ7;	TF314065;	MetaCyc:HS08470-MONOMER;	2.3.1.51;	Q9NRZ7;	R-HSA-1483166;R-HSA-6811436;	Q9NRZ7;	AGPAT3;	ENSG00000160216;	Q9NRZ7;	cd07990;			IPR032098;IPR002123;	PTHR10983:SF9;PTHR10983;	PF16076;PF01553;					SM00563;	SSF69593;
256	Q9NUQ2	AGPAT5	9606	ALTERNATIVE PRODUCTS:  	UPI000003B4CB	CCDS34796.1;	AF375789;AL136587;BC023550;BC080537;AK002072;	NP_060831.2;					120607;					Q9NUQ2;		9606.ENSP00000285518;					SLP:000000822;									Q9NUQ2;	rs17077958		Q9NUQ2;	Q9NUQ2;	Q9NUQ2;		9606-ENSP00000285518;	Q9NUQ2;	82706;	ENST00000285518.11;ENST00000646327.2;	55326;	hsa:55326;	55326;	AGPAT5;	HGNC:20886;	ENSG00000155189;	614796;	NX_Q9NUQ2;		PA134952751;	KOG1505;	ENSGT00950000182836;	CLU_041844_2_0_1;	IYLANHR;	2906776at2759;	Q9NUQ2;	TF314346;	MetaCyc:HS08034-MONOMER;	2.3.1.51;	Q9NUQ2;	R-HSA-1483166;	Q9NUQ2;	AGPAT5;	ENSG00000155189;	Q9NUQ2;	cd07990;			IPR032098;IPR002123;	PTHR10983:SF73;PTHR10983;	PF16076;PF01553;					SM00563;	SSF69593;
257	Q9NVF9	ETNK2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=Q9NVF9-1; Sequence=Displayed; Name=2; IsoId=Q9NVF9-2; Sequence=VSP_039098; Name=3; IsoId=Q9NVF9-3; Sequence=VSP_039558;	UPI000007286B	CCDS1442.2 [Q9NVF9-1];CCDS73006.1 [Q9NVF9-2];	AK001623;AK302145;AL592146;CH471067;CH471067;BC010082;AB073608;	NP_001284689.1 [Q9NVF9-2];NP_001284690.1;NP_001284691.1 [Q9NVF9-3];NP_060678.2 [Q9NVF9-1];				Q9NVF9;	120519;					Q9NVF9;		9606.ENSP00000356169;														Q9NVF9;	rs3737657			Q9NVF9;	Q9NVF9;		9606-ENSP00000356169;	Q9NVF9;	82790 [Q9NVF9-1];82791 [Q9NVF9-2];82792 [Q9NVF9-3];	ENST00000367201.7 [Q9NVF9-2];ENST00000367202.9 [Q9NVF9-1];	55224;	hsa:55224;	55224;	ETNK2;	HGNC:25575;	ENSG00000143845;	609859;	NX_Q9NVF9;		PA134888760;	KOG4720;	ENSGT00950000182939;	CLU_012712_1_0_1;	RFDQYFK;	144299at2759;	Q9NVF9;	TF313549;		2.7.1.82;	Q9NVF9;	R-HSA-1483213;			ENSG00000143845;	Q9NVF9;	cd05157;			IPR011009;	PTHR22603;PTHR22603:SF94;	PF01633;						SSF56112;
258	Q9NVS9	PNPO	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; IsoId=Q9NVS9-1; Sequence=Displayed; Name=2; IsoId=Q9NVS9-2; Sequence=VSP_058769, VSP_058770; Name=3; IsoId=Q9NVS9-3; Sequence=VSP_056410; Name=4; IsoId=Q9NVS9-4; Sequence=VSP_056411;	UPI000004A13F	CCDS11522.1 [Q9NVS9-1];	AF468030;AK001397;AK303536;AK303665;AK303792;CH471109;CH471109;BC006525;	NP_060599.1 [Q9NVS9-1];XP_011523270.1;		1NRG;3HY8;6H00;		Q9NVS9;	120463;					Q9NVS9;		9606.ENSP00000225573;	Q9NVS9;	CHEMBL3271932;	DB03247;DB03345;DB00114;DB02209;	Q9NVS9;										Q9NVS9;	rs549477447 rs17679445 rs550423482 rs773450573 rs104894629		Q9NVS9;	Q9NVS9;	Q9NVS9;		9606-ENSP00000225573;	Q9NVS9;	5700;5726;5748;82855 [Q9NVS9-1];	ENST00000225573.5 [Q9NVS9-4];ENST00000434554.7 [Q9NVS9-3];ENST00000582171.6 [Q9NVS9-2];ENST00000585320.5 [Q9NVS9-2];ENST00000641856.1 [Q9NVS9-2];ENST00000642017.2 [Q9NVS9-1];	55163;	hsa:55163;	55163;	PNPO;	HGNC:30260;	ENSG00000108439;	603287;610090;	NX_Q9NVS9;	79096;	PA134915565;	KOG2586;	ENSGT00390000011219;	CLU_032263_2_1_1;	PVPPHWG;	2873954at2759;	Q9NVS9;	TF313411;	MetaCyc:HS03105-MONOMER;	1.4.3.5;	Q9NVS9;	R-HSA-964975;		PNPO;	ENSG00000108439;	Q9NVS9;		DP00168;	MF_01629;	IPR000659;IPR019740;IPR011576;IPR019576;IPR012349;	PTHR10851:SF0;PTHR10851;	PF10590;PF01243;	PIRSF000190;			PS01064;		SSF50475;
259	Q9NWW6	NMRK1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9NWW6-1; Sequence=Displayed; Name=2; IsoId=Q9NWW6-2; Sequence=VSP_012676;	UPI000003B00B	CCDS47981.1 [Q9NWW6-2];CCDS6650.1 [Q9NWW6-1];	AY611480;AK000566;AL133548;CH471089;BC001366;BC036804;	NP_001121075.1 [Q9NWW6-2];NP_001317607.1;NP_060351.1 [Q9NWW6-1];XP_006717226.1 [Q9NWW6-1];XP_016870359.1 [Q9NWW6-1];XP_016870363.1 [Q9NWW6-2];		2P0E;2QG6;2QL6;2QSY;2QSZ;2QT0;2QT1;		Q9NWW6;	120317;					Q9NWW6;		9606.ENSP00000354387;														Q9NWW6;			Q9NWW6;	Q9NWW6;	Q9NWW6;		9606-ENSP00000354387;	Q9NWW6;	82992 [Q9NWW6-1];82993 [Q9NWW6-2];	ENST00000361092.9 [Q9NWW6-1];ENST00000376808.8 [Q9NWW6-2];	54981;	hsa:54981;	54981;	NMRK1;	HGNC:26057;	ENSG00000106733;	608704;	NX_Q9NWW6;		PA134946592;	KOG3308;	ENSGT00940000159384;	CLU_058668_0_0_1;	AIDWPRM;	5391879at2759;	Q9NWW6;	TF105395;		2.7.1.173;2.7.1.22;	Q9NWW6;	R-HSA-196807;			ENSG00000106733;	Q9NWW6;	cd02024;			IPR027417;	PTHR10285:SF126;PTHR10285;	PF13238;		PR00988;				SSF52540;
260	Q9NY64	SLC2A8	9606	ALTERNATIVE PRODUCTS:  	UPI000003E7A8	CCDS6870.1;	Y17801;AJ245937;AL445222;CH471090;BC019043;	NP_001258640.1;NP_001258641.1;NP_055395.2;				Q9NY64;	119013;					Q9NY64;	Q9NY64;	9606.ENSP00000362469;	Q9NY64;	CHEMBL4295964;	DB01914;DB09341;DB09502;									2.A.1.1.89;		Q9NY64;	rs34064803		Q9NY64;	Q9NY64;			9606-ENSP00000362469;	Q9NY64;	83182;	ENST00000373371.8;	29988;	hsa:29988;	29988;	SLC2A8;	HGNC:13812;	ENSG00000136856;	605245;	NX_Q9NY64;		PA37813;	KOG0254;	ENSGT00940000158795;		YVINVAM;	2469693at2759;	Q9NY64;	TF325324;			Q9NY64;	R-HSA-189200;R-HSA-8856825;R-HSA-8856828;			ENSG00000136856;	Q9NY64;	cd17433;			IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;	PTHR48021;PTHR48021:SF18;	PF00083;		PR00171;		PS50850;PS00216;PS00217;		SSF103473;
