	node_id	node_alias	node_source	node_type	alias_type
16483	M_thm_c	Thiamine	RBC-GEM	metabolite	name
16484	M_thmmp_c	Thiamine monophosphate	RBC-GEM	metabolite	name
16485	M_arg__L_e	L-Arginine	RBC-GEM	metabolite	name
16486	M_thmpp_c	Thiamine diphosphate	RBC-GEM	metabolite	name
16487	M_mi134p_c	1D-myo-inositol-1,3,4-trisphosphate	RBC-GEM	metabolite	name
16488	M_ascb__L_e	L-Ascorbate	RBC-GEM	metabolite	name
16489	M_thmtp_c	Thiamine triphosphate	RBC-GEM	metabolite	name
16490	M_mi145p_c	D-myo-inositol-1,4,5-trisphosphate	RBC-GEM	metabolite	name
16491	M_ca2_e	Calcium	RBC-GEM	metabolite	name
16492	M_mi14p_c	1D-myo-inositol-1,4-bisphosphate	RBC-GEM	metabolite	name
16493	M_udp_c	UDP	RBC-GEM	metabolite	name
16494	M_35camp_e	3',5'-Cyclic AMP	RBC-GEM	metabolite	name
16495	M_udpglc__D_c	UDP-glucose	RBC-GEM	metabolite	name
16496	M_mi1p__D_c	inositol-1-phosphate	RBC-GEM	metabolite	name
16497	M_mthgxl_c	Methylglyoxal	RBC-GEM	metabolite	name
16498	M_chol_e	Choline	RBC-GEM	metabolite	name
16499	M_na1_c	Sodium	RBC-GEM	metabolite	name
16500	M_udpgal_c	UDP-galactose	RBC-GEM	metabolite	name
16501	M_cl_e	Chloride	RBC-GEM	metabolite	name
16502	M_co_e	Carbon monoxide	RBC-GEM	metabolite	name
16503	M_ump_c	UMP	RBC-GEM	metabolite	name
16504	M_nac_c	Nicotinate	RBC-GEM	metabolite	name
16505	M_nad_c	Nicotinamide adenine dinucleotide	RBC-GEM	metabolite	name
16506	M_co2_e	CO2	RBC-GEM	metabolite	name
16507	M_nadh_c	Nicotinamide adenine dinucleotide - reduced	RBC-GEM	metabolite	name
16508	M_uppg3_c	Uroporphyrinogen III	RBC-GEM	metabolite	name
16509	M_cys__L_e	L-Cysteine	RBC-GEM	metabolite	name
16510	M_urea_c	Urea	RBC-GEM	metabolite	name
16511	M_nadp_c	Nicotinamide adenine dinucleotide phosphate	RBC-GEM	metabolite	name
16512	M_dhdascb__L_e	L-Dehydroascorbate	RBC-GEM	metabolite	name
16513	M_nadph_c	Nicotinamide adenine dinucleotide phosphate - reduced	RBC-GEM	metabolite	name
16514	M_ncam_c	Nicotinamide	RBC-GEM	metabolite	name
16515	M_uri_c	Uridine	RBC-GEM	metabolite	name
16516	M_utp_c	UTP	RBC-GEM	metabolite	name
16517	M_dpam__L_e	L-dopamine	RBC-GEM	metabolite	name
16518	M_xmp_c	Xanthosine 5'-phosphate	RBC-GEM	metabolite	name
16519	M_nh4_c	Ammonium	RBC-GEM	metabolite	name
16520	M_etha_e	Ethanolamine	RBC-GEM	metabolite	name
16521	M_xu5p__D_c	D-Xylulose 5-phosphate	RBC-GEM	metabolite	name
16522	M_fe2_e	Iron (II)	RBC-GEM	metabolite	name
16523	M_xylt_c	Xylitol	RBC-GEM	metabolite	name
16524	M_fru_e	D-Fructose	RBC-GEM	metabolite	name
16525	M_xylu__D_c	D-Xylulose	RBC-GEM	metabolite	name
16526	M_nicrns_c	Nicotinate D-ribonucleoside	RBC-GEM	metabolite	name
16527	M_fum_e	Fumarate	RBC-GEM	metabolite	name
16528	M_nicrnt_c	Nicotinate D-ribonucleotide	RBC-GEM	metabolite	name
16529	M_xylu__L_c	L-Xylulose	RBC-GEM	metabolite	name
16530	M_gal_e	galactose	RBC-GEM	metabolite	name
16531	M_nmn_c	Nicotinamide mononucleotide	RBC-GEM	metabolite	name
16532	M_gam_e	D-Glucosamine	RBC-GEM	metabolite	name
16533	M_normete__L_c	L-Normetanephrine	RBC-GEM	metabolite	name
16534	M_35cgmp_e	3',5'-Cyclic GMP	RBC-GEM	metabolite	name
16535	M_glc__D_e	beta-D-Glucose	RBC-GEM	metabolite	name
16536	M_nrpphr__L_c	L-noradrenaline	RBC-GEM	metabolite	name
16537	M_gln__L_e	L-Glutamine	RBC-GEM	metabolite	name
16538	M_o2_c	O2 	RBC-GEM	metabolite	name
16539	M_3moxtyr_e	3-Methoxytyramine	RBC-GEM	metabolite	name
16540	M_gly_e	Glycine	RBC-GEM	metabolite	name
16541	M_oaa_c	Oxaloacetate	RBC-GEM	metabolite	name
16542	M_glyc_e	Glycerol	RBC-GEM	metabolite	name
16543	M_4pyrdx_e	4-Pyridoxate	RBC-GEM	metabolite	name
16544	M_gthox_e	Oxidized glutathione	RBC-GEM	metabolite	name
16545	M_FA_hs_18_9Z_c	(9Z)-octadecenoate (FA.18:1(9Z))	RBC-GEM	metabolite	name
16546	M_h_e	H+	RBC-GEM	metabolite	name
16547	M_FAcoa_hs_18_9Z_c	(9Z)-octadecenoyl-CoA (CoA 18:1(9Z))	RBC-GEM	metabolite	name
16548	M_h2o_e	H2O	RBC-GEM	metabolite	name
16549	M_FAcrn_hs_18_9Z_c	(9Z)-octadecenoylcarnitine (CAR 18:1(9Z))	RBC-GEM	metabolite	name
16550	M_5aop_e	5-Amino-4-oxopentanoate	RBC-GEM	metabolite	name
16551	M_h2o2_e	H2O2	RBC-GEM	metabolite	name
16552	M_ac_e	Acetate	RBC-GEM	metabolite	name
16553	M_orn__L_c	Ornithine	RBC-GEM	metabolite	name
16554	M_hco3_e	Bicarbonate	RBC-GEM	metabolite	name
16555	M_orot_c	Orotate	RBC-GEM	metabolite	name
16556	M_orot5p_c	Orotidine 5'-phosphate	RBC-GEM	metabolite	name
16557	M_acald_e	Acetaldehyde	RBC-GEM	metabolite	name
16558	M_hcys__L_e	L-Homocysteine	RBC-GEM	metabolite	name
16559	M_acnam_e	N-Acetylneuraminate	RBC-GEM	metabolite	name
16560	M_FA_hs_16_0_e	Hexadecanoate (FA 16:0)	RBC-GEM	metabolite	name
16561	M_ade_e	Adenine	RBC-GEM	metabolite	name
16562	M_hxan_e	Hypoxanthine	RBC-GEM	metabolite	name
16563	M_adn_e	Adenosine	RBC-GEM	metabolite	name
16564	M_adrnl__L_e	L-adrenaline	RBC-GEM	metabolite	name
16565	M_ins_e	Inosine	RBC-GEM	metabolite	name
16566	M_k_e	K+	RBC-GEM	metabolite	name
16567	M_lac__D_e	D-Lactate	RBC-GEM	metabolite	name
16568	M_lac__L_e	L-Lactate	RBC-GEM	metabolite	name
16569	M_leuktrA4_e	Leukotriene A4	RBC-GEM	metabolite	name
16570	M_leuktrB4_e	Leukotriene B4	RBC-GEM	metabolite	name
16571	M_FA_hs_18_9Z12Z_e	(9Z,12Z)-octadecadienoate (FA.18:2(9Z,12Z))	RBC-GEM	metabolite	name
16572	M_mal__L_e	L-Malate	RBC-GEM	metabolite	name
16573	M_man_e	D-Mannose	RBC-GEM	metabolite	name
16574	M_mepi__L_e	Metanephrine	RBC-GEM	metabolite	name
16575	M_met__L_e	L-Methionine	RBC-GEM	metabolite	name
16576	M_na1_e	Sodium	RBC-GEM	metabolite	name
16577	M_nac_e	Nicotinate	RBC-GEM	metabolite	name
16578	M_ncam_e	Nicotinamide	RBC-GEM	metabolite	name
16579	M_nh4_e	Ammonium	RBC-GEM	metabolite	name
16580	M_normete__L_e	L-Normetanephrine	RBC-GEM	metabolite	name
16581	M_nrpphr__L_e	L-noradrenaline	RBC-GEM	metabolite	name
16582	M_o2_e	O2	RBC-GEM	metabolite	name
16583	M_FA_hs_18_9Z_e	(9Z)-octadecenoate (FA.18:1(9Z))	RBC-GEM	metabolite	name
16584	M_orot_e	Orotate	RBC-GEM	metabolite	name
16585	M_phe__L_e	L-Phenylalanine	RBC-GEM	metabolite	name
16586	M_pi_e	Orthophosphate	RBC-GEM	metabolite	name
16587	M_ptrc_e	Putrescine	RBC-GEM	metabolite	name
16588	M_pydam_e	Pyridoxamine	RBC-GEM	metabolite	name
16589	M_pydx_e	Pyridoxal	RBC-GEM	metabolite	name
16590	M_pydxn_e	Pyridoxine	RBC-GEM	metabolite	name
16591	M_pyr_e	Pyruvate	RBC-GEM	metabolite	name
16592	M_ribflv_e	Riboflavin	RBC-GEM	metabolite	name
16593	M_spmd_e	Spermidine	RBC-GEM	metabolite	name
16594	M_sprm_e	Spermine	RBC-GEM	metabolite	name
16595	M_thm_e	Thiamine	RBC-GEM	metabolite	name
16596	M_thmmp_e	Thiamine monophosphate	RBC-GEM	metabolite	name
16597	M_urea_e	Urea	RBC-GEM	metabolite	name
16598	M_uri_e	Uridine	RBC-GEM	metabolite	name
16599	M_cdpdag_hs_c	CDP-diacylglycerol (CDP-DG)	RBC-GEM	metabolite	name
16600	M_pail_hs_c	PI	RBC-GEM	metabolite	name
16601	M_pa_hs_c	PA	RBC-GEM	metabolite	name
16602	M_dag_hs_c	1,2-diacylglycerol (DG)	RBC-GEM	metabolite	name
16603	M_pc_hs_c	PC	RBC-GEM	metabolite	name
16604	M_pe_hs_c	PE	RBC-GEM	metabolite	name
16605	M_FAcoa_hs_c	CoA	RBC-GEM	metabolite	name
16606	M_lpa_hs_c	LPA	RBC-GEM	metabolite	name
16607	M_lpc_hs_c	LPC	RBC-GEM	metabolite	name
16608	M_FA_hs_c	FA	RBC-GEM	metabolite	name
16609	M_pail45p_hs_c	PIP2[4',5']	RBC-GEM	metabolite	name
16610	M_pail4p_hs_c	PIP[4']	RBC-GEM	metabolite	name
16611	M_10fthf_c	10-formyl-tetrahydrofolate	RBC-GEM	metabolite	name
16612	M_12ppd__R_c	(R)-propane-1,2-diol	RBC-GEM	metabolite	name
16613	M_12ppd__S_c	(S)-propane-1,2-diol	RBC-GEM	metabolite	name
16614	M_13dampp_c	1,3-diaminopropane	RBC-GEM	metabolite	name
16615	M_15kprostge1_c	15-oxo-prostaglandin E1	RBC-GEM	metabolite	name
16616	M_15kprostge2_c	15-oxo-prostaglandin E2	RBC-GEM	metabolite	name
16617	M_15kprostge3_c	15-oxo-prostaglandin E3	RBC-GEM	metabolite	name
16618	M_15kprostgf1_c	15-oxo-prostaglandin F1alpha	RBC-GEM	metabolite	name
16619	M_15kprostgf2_c	15-oxo-prostaglandin F2alpha	RBC-GEM	metabolite	name
16620	M_15kprostgf3_c	15-oxo-prostaglandin F3alpha	RBC-GEM	metabolite	name
16621	M_15ppins4p_c	1,5-bis(diphospho)-1D-myo-inositol 2,3,4,6-tetrakisphosphate	RBC-GEM	metabolite	name
16622	M_1acadprib_c	1''-O-acetyl-ADP-D-ribose	RBC-GEM	metabolite	name
16623	M_1p3h5c__L_c	L-1-pyrroline-3-hydroxy-5-carboxylate	RBC-GEM	metabolite	name
16624	M_1p3h5c__L_e	L-1-pyrroline-3-hydroxy-5-carboxylate	RBC-GEM	metabolite	name
16625	M_1ppins5p_c	1-diphospho-1D-myo-inositol 2,3,4,5,6-pentakisphosphate	RBC-GEM	metabolite	name
16626	M_1pyr5c__L_c	L-1-pyrroline-5-carboxylate	RBC-GEM	metabolite	name
16627	M_1pyr5c__L_e	L-1-pyrroline-5-carboxylate	RBC-GEM	metabolite	name
16628	M_1sgth2hoxe1_c	2-hydroxyestrone-1-S-glutathione	RBC-GEM	metabolite	name
16629	M_1sgth2hoxe1_e	2-hydroxyestrone-1-S-glutathione	RBC-GEM	metabolite	name
16630	M_1sgth2hoxe2_c	2-hydroxy-17beta-estradiol-1-S-glutathione	RBC-GEM	metabolite	name
16631	M_1sgth2hoxe2_e	2-hydroxy-17beta-estradiol-1-S-glutathione	RBC-GEM	metabolite	name
16632	M_20bdhcrtsl_c	20beta-dihydrocortisol	RBC-GEM	metabolite	name
16633	M_20bdhcrtstrn_c	20beta-dihydrocorticosterone	RBC-GEM	metabolite	name
16634	M_23camp_c	2,3-Cyclic-AMP	RBC-GEM	metabolite	name
16635	M_23ccmp_c	2,3-Cyclic-CMP	RBC-GEM	metabolite	name
16636	M_23cgamp_c	2,3-Cyclic-GMP-AMP	RBC-GEM	metabolite	name
16637	M_23cgamp_e	2,3-Cyclic-GMP-AMP	RBC-GEM	metabolite	name
16638	M_23cgmp_c	2,3-Cyclic-GMP	RBC-GEM	metabolite	name
16639	M_23cump_c	2,3-Cyclic-UMP	RBC-GEM	metabolite	name
16640	M_23doguln_c	2,3-diketo-L-gulonate	RBC-GEM	metabolite	name
16641	M_2abut_c	(S)-2-Aminobutanoate	RBC-GEM	metabolite	name
16642	M_2abut_e	(S)-2-Aminobutanoate	RBC-GEM	metabolite	name
16643	M_2abuten_c	2-aminobut-2-enoate	RBC-GEM	metabolite	name
16644	M_2abutgly_c	N-(2-aminobutanoyl)glycine	RBC-GEM	metabolite	name
16645	M_2acadprib_c	2''-O-acetyl-ADP-D-ribose	RBC-GEM	metabolite	name
16646	M_2amp_c	Adenosine 2'-monophosphate	RBC-GEM	metabolite	name
16647	M_2cmp_c	Cytidine 2'-monophosphate	RBC-GEM	metabolite	name
16648	M_2dadn_c	2-deoxyadenosine	RBC-GEM	metabolite	name
16649	M_2dadn_e	2-deoxyadenosine	RBC-GEM	metabolite	name
16650	M_2dcytd_c	2-deoxycytidine	RBC-GEM	metabolite	name
16651	M_2dcytd_e	2-deoxycytidine	RBC-GEM	metabolite	name
16652	M_2ddglcn_c	2-Dehydro-3-deoxy-D-gluconate 	RBC-GEM	metabolite	name
16653	M_2dgsn_c	2-deoxyguanosine	RBC-GEM	metabolite	name
16654	M_2dgsn_e	2-deoxyguanosine	RBC-GEM	metabolite	name
16655	M_2dins_c	2-deoxyinosine	RBC-GEM	metabolite	name
16656	M_2dins_e	2-deoxyinosine	RBC-GEM	metabolite	name
16657	M_2dr1p_c	2-deoxy-D-ribose-1-phosphate	RBC-GEM	metabolite	name
16658	M_2dr5p_c	2-deoxy-D-ribose-5-phosphate	RBC-GEM	metabolite	name
16659	M_2duri_c	2-deoxyuridine	RBC-GEM	metabolite	name
16660	M_2duri_e	2-deoxyuridine	RBC-GEM	metabolite	name
16661	M_2gmp_c	Guanosine 2'-monophosphate	RBC-GEM	metabolite	name
16662	M_2h34hppr_c	2-hydroxy-3-(4-hydroxyphenyl)propenoate	RBC-GEM	metabolite	name
16663	M_2h3mv_c	2-Hydroxy-3-Methyl-Valerate	RBC-GEM	metabolite	name
16664	M_2h3ppr_c	2-hydroxy-3-phenylpropenoate	RBC-GEM	metabolite	name
16665	M_2hb_c	2-hydroxybutyrate	RBC-GEM	metabolite	name
16666	M_2hb_e	2-hydroxybutyrate	RBC-GEM	metabolite	name
16667	M_2hglut__L_c	L-2-hydroxyglutarate	RBC-GEM	metabolite	name
16668	M_2hiv_c	2-Hydroxy-Isovalerate	RBC-GEM	metabolite	name
16669	M_2hox3mtoxe1_c	2-hydroxy-3-methoxyestrone	RBC-GEM	metabolite	name
16670	M_2hox3mtoxe1_e	2-hydroxy-3-methoxyestrone	RBC-GEM	metabolite	name
16671	M_2hox3mtoxe2_c	2-hydroxy-3-methoxy-17beta-estradiol	RBC-GEM	metabolite	name
16672	M_2hox3mtoxe2_e	2-hydroxy-3-methoxy-17beta-estradiol	RBC-GEM	metabolite	name
16673	M_2hoxe1_c	2-hydroxyestrone	RBC-GEM	metabolite	name
16674	M_2hoxe2_c	2-hydroxy-17beta-estradiol	RBC-GEM	metabolite	name
16675	M_2ibut_c	2-iminobutanoate	RBC-GEM	metabolite	name
16676	M_2mtoxe1_c	2-methoxyestrone	RBC-GEM	metabolite	name
16677	M_2mtoxe1_e	2-methoxyestrone	RBC-GEM	metabolite	name
16678	M_2mtoxe2_c	2-methoxy-17beta-estradiol	RBC-GEM	metabolite	name
16679	M_2mtoxe2_e	2-methoxy-17beta-estradiol	RBC-GEM	metabolite	name
16680	M_2obut_c	2-oxobutanoate	RBC-GEM	metabolite	name
16681	M_2obut_e	2-oxobutyrate	RBC-GEM	metabolite	name
16682	M_2ogm_c	2-oxoglutaramate	RBC-GEM	metabolite	name
16683	M_2oxosucc_c	2-oxosuccinamate	RBC-GEM	metabolite	name
16684	M_2pglyc_c	2-phosphoglycolate	RBC-GEM	metabolite	name
16685	M_2plac__L_c	2-phosphonato-L-lactate	RBC-GEM	metabolite	name
16686	M_2sgth4hoxe1_c	4-hydroxyestrone-2-S-glutathione	RBC-GEM	metabolite	name
16687	M_2sgth4hoxe1_e	4-hydroxyestrone-2-S-glutathione	RBC-GEM	metabolite	name
16688	M_2sgth4hoxe2_c	4-hydroxy-17beta-estradiol-2-S-glutathione	RBC-GEM	metabolite	name
16689	M_2sgth4hoxe2_e	4-hydroxy-17beta-estradiol-2-S-glutathione	RBC-GEM	metabolite	name
16690	M_2ump_c	Uridine 2'-monophosphate	RBC-GEM	metabolite	name
16691	M_34dhpac_c	3,4-dihydroxyphenylacetaldehyde	RBC-GEM	metabolite	name
16692	M_34dhpha_c	3,4-dihydroxyphenylacetate	RBC-GEM	metabolite	name
16693	M_34hpl_c	4-hydroxyphenyllactate	RBC-GEM	metabolite	name
16694	M_34hpp_c	3-(4-Hydroxyphenyl)pyruvate	RBC-GEM	metabolite	name
16695	M_35cimp_c	3',5'-Cyclic IMP	RBC-GEM	metabolite	name
16696	M_35cimp_e	3',5'-Cyclic IMP	RBC-GEM	metabolite	name
16697	M_3dfru_c	3-deoxyfructose	RBC-GEM	metabolite	name
16698	M_3dglc_c	3-deoxyglucosone	RBC-GEM	metabolite	name
16699	M_3dglc_e	3-deoxyglucosone	RBC-GEM	metabolite	name
16700	M_3dsphgn_c	3-dehydrosphinganine	RBC-GEM	metabolite	name
16701	M_3dxyl_c	3-deoxyxylosone	RBC-GEM	metabolite	name
16702	M_3htmelys_c	3-hydroxy-N6,N6,N6-trimethyl-L-lysine	RBC-GEM	metabolite	name
16703	M_3mob_c	3-methyl-2-oxobutyrate	RBC-GEM	metabolite	name
16704	M_3mop_c	2-oxo-3-methylvalerate	RBC-GEM	metabolite	name
16705	M_3mox4hpac_c	3-methoxy-4-hydroxyphenylacetaldehyde	RBC-GEM	metabolite	name
16706	M_3ohdcaACP_c	(R)-3-hydroxydecanoyl-[ACP]	RBC-GEM	metabolite	name
16707	M_3ohddcaACP_c	(R)-3-hydroxydodecanoyl-[ACP]	RBC-GEM	metabolite	name
16708	M_3ohhxaACP_c	(R)-3-hydroxyhexanoyl-[ACP]	RBC-GEM	metabolite	name
16709	M_3ohhxdcaACP_c	(R)-3-hydroxyhexadecanoyl-[ACP]	RBC-GEM	metabolite	name
16710	M_3ohocaACP_c	(R)-3-hydroxyoctanoyl-[ACP]	RBC-GEM	metabolite	name
16711	M_3ohocdcaACP_c	3-Hydroxystearoyl-ACP	RBC-GEM	metabolite	name
16712	M_3ohttdcaACP_c	(R)-3-hydroxytetradecanoyl-[ACP]	RBC-GEM	metabolite	name
16713	M_3omdopa_c	3-O-methyldopa	RBC-GEM	metabolite	name
16714	M_3oxdcaACP_c	3-oxodecanoyl-[ACP]	RBC-GEM	metabolite	name
16715	M_3oxddcaACP_c	3-oxododecanoyl-[ACP]	RBC-GEM	metabolite	name
16716	M_3oxhxaACP_c	3-oxohexanoyl-[ACP]	RBC-GEM	metabolite	name
16717	M_3oxhxdcaACP_c	3-oxohexadecanoyl-[ACP]	RBC-GEM	metabolite	name
16718	M_3oxocaACP_c	3-oxooctanoyl-[ACP]	RBC-GEM	metabolite	name
16719	M_3oxocdcaACP_c	3-Oxostearoyl-ACP	RBC-GEM	metabolite	name
16720	M_3oxttdcaACP_c	3-oxotetradecanoyl-[ACP]	RBC-GEM	metabolite	name
16721	M_3php_c	3-phosphonooxypyruvate	RBC-GEM	metabolite	name
16722	M_3sala__L_c	3-Sulfino-L-alanine	RBC-GEM	metabolite	name
16723	M_3snpyr_c	3-Sulfinopyruvate	RBC-GEM	metabolite	name
16724	M_3spyr_c	3-sulfopyruvate	RBC-GEM	metabolite	name
16725	M_45cfmn_c	Riboflavin cyclic-4',5'-phosphate	RBC-GEM	metabolite	name
16726	M_4aabutn_c	4-acetamidobutanoate	RBC-GEM	metabolite	name
16727	M_4abut_c	4-aminobutyrate	RBC-GEM	metabolite	name
16728	M_4abut_e	4-aminobutyrate	RBC-GEM	metabolite	name
16729	M_4abutn_c	4-aminobutanal	RBC-GEM	metabolite	name
16730	M_4aphdob_c	4-(2-aminophenyl)-2,4-dioxobutanoate	RBC-GEM	metabolite	name
16731	M_4fumacac_c	4-fumarylacetoacetate	RBC-GEM	metabolite	name
16732	M_4h2hxea_2E_c	4-hydroxy-2E-hexenoate	RBC-GEM	metabolite	name
16733	M_4h2hxeal_2E_c	4-hydroxy-2E-hexenal	RBC-GEM	metabolite	name
16734	M_4h2nonea_2E_c	4-hydroxy-2E-nonenoate	RBC-GEM	metabolite	name
16735	M_4h2noneal_2E_c	4-hydroxy-2E-nonenal	RBC-GEM	metabolite	name
16736	M_4h2oglt_c	4-hydroxy-2-oxoglutarate	RBC-GEM	metabolite	name
16737	M_4hglusa__L_c	L-4-hydroxyglutamate semialdehyde	RBC-GEM	metabolite	name
16738	M_4hoxe1_c	4-hydroxyestrone	RBC-GEM	metabolite	name
16739	M_4hoxe2_c	4-hydroxy-17beta-estradiol	RBC-GEM	metabolite	name
16740	M_4hpro_LT_c	(4R)-4-hydroxy-L-proline	RBC-GEM	metabolite	name
16741	M_4hpro_LT_e	trans-4-hydroxy-L-proline	RBC-GEM	metabolite	name
16742	M_4mlacac_c	4-maleylacetoacetate	RBC-GEM	metabolite	name
16743	M_4mtoxe1_c	4-methoxyestrone	RBC-GEM	metabolite	name
16744	M_4mtoxe1_e	4-methoxyestrone	RBC-GEM	metabolite	name
16745	M_4mtoxe2_c	4-methoxy-17beta-estradiol	RBC-GEM	metabolite	name
16746	M_4mtoxe2_e	4-methoxy-17beta-estradiol	RBC-GEM	metabolite	name
16747	M_4ohbut_c	4-Hydroxy-Butyrate	RBC-GEM	metabolite	name
16748	M_4pcys__R_c	N-[(R)-pantothenoyl]-L-cysteinate	RBC-GEM	metabolite	name
16749	M_4per_c	4-Phospho-D-erythronate	RBC-GEM	metabolite	name
16750	M_4ppcys__R_c	(R)-4-phosphopantothenoyl-cysteine	RBC-GEM	metabolite	name
16751	M_4ppnto__R_c	(R)-4-phosphopantothenate	RBC-GEM	metabolite	name
16752	M_4pptth__R_c	(R)-4'-phosphopantetheine	RBC-GEM	metabolite	name
16753	M_4pyrdp_c	4-pyridone-3-carboxamide diphosphate	RBC-GEM	metabolite	name
16754	M_4pyrmp_c	4-pyridone-3-carboxamide monophosphate	RBC-GEM	metabolite	name
16755	M_4pyrn_c	4-pyridone-3-carboxamide-1-beta-D-ribonucleoside	RBC-GEM	metabolite	name
16756	M_4pyrn_e	4-pyridone-3-carboxamide-1-beta-D-ribonucleoside	RBC-GEM	metabolite	name
16757	M_4pyrnad_c	4-pyridone-3-carboxamide adenine dinucleotide	RBC-GEM	metabolite	name
16758	M_4pyrtp_c	4-pyridone-3-carboxamide triphosphate	RBC-GEM	metabolite	name
16759	M_4sgth2hoxe1_c	2-hydroxyestrone-4-S-glutathione	RBC-GEM	metabolite	name
16760	M_4sgth2hoxe1_e	2-hydroxyestrone-4-S-glutathione	RBC-GEM	metabolite	name
16761	M_4sgth2hoxe2_c	2-hydroxy-17beta-estradiol-4-S-glutathione	RBC-GEM	metabolite	name
16762	M_4sgth2hoxe2_e	2-hydroxy-17beta-estradiol-4-S-glutathione	RBC-GEM	metabolite	name
16763	M_4sgth56dhi_c	4-S-glutathionyl-5,6-dihydroxyindole	RBC-GEM	metabolite	name
16764	M_4sgth56dhi_e	4-S-glutathionyl-5,6-dihydroxyindole	RBC-GEM	metabolite	name
16765	M_4sgth56dhilne_c	4-S-glutathionyl-5,6-Dihydroxyindoline	RBC-GEM	metabolite	name
16766	M_4sgth56dhilne_e	4-S-glutathionyl-5,6-dihydroxyindoline	RBC-GEM	metabolite	name
16767	M_4tmeabut_c	4-trimethylammoniobutanal	RBC-GEM	metabolite	name
16768	M_4tmeabutn_c	gamma-butyrobetaine	RBC-GEM	metabolite	name
16769	M_56dhi_c	5,6-dihydroxyindole	RBC-GEM	metabolite	name
16770	M_56dhica_c	5,6-dihydroxyindole-2-carboxylate	RBC-GEM	metabolite	name
16771	M_5aand3a17bdiol_c	5alpha-androstane-3alpha,17beta-diol	RBC-GEM	metabolite	name
16772	M_5adtststerone_c	5-alpha-dihydrotestosterone	RBC-GEM	metabolite	name
16773	M_5aizc_c	5-phosphoribosyl-4-carboxy-5-aminoimidazole	RBC-GEM	metabolite	name
16774	M_5dpmev_c	(R)-5-diphosphomevalonate	RBC-GEM	metabolite	name
16775	M_5fthf_c	5-formyl-tetrahydrofolate	RBC-GEM	metabolite	name
16776	M_5fthf_e	5-formyl-tetrahydrofolate	RBC-GEM	metabolite	name
16777	M_5hiu_c	5-hydroxyisourate	RBC-GEM	metabolite	name
16778	M_5houdic_c	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline	RBC-GEM	metabolite	name
16779	M_5hoxindact_c	5-hydroxyindoleacetaldehyde	RBC-GEM	metabolite	name
16780	M_5hoxindoa_c	5-hydroxyindoleacetate	RBC-GEM	metabolite	name
16781	M_5mta_e	5-methylthioadenosine	RBC-GEM	metabolite	name
16782	M_5mthf_c	5-methyl-tetrahydrofolate	RBC-GEM	metabolite	name
16783	M_5mthf_e	5-methyl-tetrahydrofolate	RBC-GEM	metabolite	name
16784	M_5oxpro_e	5-oxoproline	RBC-GEM	metabolite	name
16785	M_5ppins5p_c	5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	RBC-GEM	metabolite	name
16786	M_5sgthadrnl__L_c	5-S-glutathionyl-L-adrenaline	RBC-GEM	metabolite	name
16787	M_5sgthadrnl__L_e	5-S-glutathionyl-L-adrenaline	RBC-GEM	metabolite	name
16788	M_5sgthdopa__L_c	5-S-glutathionyl-L-dopa	RBC-GEM	metabolite	name
16789	M_5sgthdopa__L_e	5-S-glutathionyl-L-dopa	RBC-GEM	metabolite	name
16790	M_5sgthdpam__L_c	5-S-glutathionyl-dopamine	RBC-GEM	metabolite	name
16791	M_5sgthdpam__L_e	5-S-glutathionyl-dopamine	RBC-GEM	metabolite	name
16792	M_5sgthleuadrnchrm_c	5-S-Glutathionyl-leucoadrenochrome	RBC-GEM	metabolite	name
16793	M_5sgthleuadrnchrm_e	5-S-Glutathionyl-leucoadrenochrome	RBC-GEM	metabolite	name
16794	M_5sgthleudopachr__L_c	5-S-Glutathionyl-L-leucodopachrome	RBC-GEM	metabolite	name
16795	M_5sgthleudopachr__L_e	5-S-Glutathionyl-L-leucodopachrome	RBC-GEM	metabolite	name
16796	M_5sgthleunrpphrchrm_c	5-S-Glutathionyl-leuconoradrenochrome	RBC-GEM	metabolite	name
16797	M_5sgthleunrpphrchrm_e	5-S-Glutathionyl-leuconoradrenochrome	RBC-GEM	metabolite	name
16798	M_5sgthnrpphr__L_c	5-S-glutathionyl-L-noradrenaline	RBC-GEM	metabolite	name
16799	M_5sgthnrpphr__L_e	5-S-glutathionyl-L-noradrenaline	RBC-GEM	metabolite	name
16800	M_67dhbpt_c	6,7-dihydrobiopterin	RBC-GEM	metabolite	name
16801	M_6hopthp_c	6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin	RBC-GEM	metabolite	name
16802	M_6lthp_c	6-lactoyl-5,6,7,8-tetrahydropterin	RBC-GEM	metabolite	name
16803	M_6pthp_c	6-pyruvoyl-5,6,7,8-tetrahydropterin	RBC-GEM	metabolite	name
16804	M_78dhbpt_c	7,8-dihydrobiopterin	RBC-GEM	metabolite	name
16805	M_78dhbpt_e	7,8-dihydrobiopterin	RBC-GEM	metabolite	name
16806	M_ACP_c	[ACP]	RBC-GEM	metabolite	name
16807	M_FA_hs_10_0_c	Decanoate (FA 10:0)	RBC-GEM	metabolite	name
16808	M_FA_hs_10_0_e	Decanoate (FA 10:0)	RBC-GEM	metabolite	name
